variable_names,psextype,psextype,pagetype,pagetype,pagetype,pagetype,pagetype,pagetype,pagetype,pagetype,pagetype,pracetype,pracetype,pracetype,pracetype,pracetype,pracetype,pracetype,pedutype,pedutype,pedutype,pedutype,pedutype
variable_categories,1,2,1,2,3,4,5,6,7,8,9,1,2,3,4,5,6,7,1,2,3,4,5
geo,,,,,,,,,,,,,,,,,,,,,,,
1809,7444,7528,1707,1390,1060,1526,1827,2215,2261,1631,1352,13810,392,265,46,0,320,137,4050,4265,3333,2185,1138
1810,6705,6868,1557,1388,1008,1413,1495,2208,2122,1397,983,12685,189,374,11,1,220,92,3619,3286,2695,2579,1393
1811,6882,7224,1386,1453,1019,1342,1448,2198,2176,1646,1433,12704,285,732,13,2,165,202,3455,2562,2739,3108,2241
1812,8458,8778,2023,1593,1314,1942,2250,2437,2771,1720,1183,14875,1004,811,20,0,315,209,4401,3845,3554,3112,2324
1813,8773,9054,2100,1430,1626,2197,2274,2387,2734,1746,1331,14817,1001,1170,32,14,511,280,4693,4633,3944,2870,1686
1814,6985,7305,1956,1449,1258,1701,1919,2166,1915,1121,802,12110,1124,587,7,4,373,83,4064,3384,2808,2622,1411
1815,6051,6094,1548,1058,964,1537,1408,1739,1744,1188,956,10143,543,1048,16,10,205,177,3346,2755,2623,2197,1223
1816,6592,6970,1637,1194,1025,1853,1695,1782,1800,1378,1196,10776,849,1531,22,0,289,93,3246,1838,2035,3222,3220
1817,6205,6226,1609,951,945,1833,1691,1585,1686,1189,940,8656,2150,793,12,11,336,470,3450,2778,2099,2448,1655
1818,6222,6702,1509,1250,981,1486,1504,1856,1978,1252,1105,10521,586,1371,11,6,296,131,3214,2416,2360,2996,1936
1819,7973,9024,2180,1497,1408,1903,2087,2251,2504,1722,1442,12924,2393,895,27,7,538,211,4234,2593,3165,4021,2982
1820,7714,8228,2101,1056,939,2595,1953,1929,2248,1613,1504,11808,1606,1483,27,5,417,592,4451,4741,3295,2353,1101
1821,6955,7613,2559,1301,1137,2208,2083,1715,1671,1037,855,6390,4309,1896,30,1,545,1394,5906,3960,2657,1437,606
1822,6649,7143,2445,1419,1172,2250,1954,1651,1544,842,512,6885,3769,803,94,14,520,1705,5701,4067,2575,991,457
1823,7812,9002,2483,1544,1872,2376,1925,2086,2100,1502,923,1567,12327,954,72,3,592,1297,6153,4854,3890,1330,584
1824,8127,8506,2780,1752,1440,3060,2269,2008,1796,998,526,7786,3349,488,118,12,669,4207,7973,4597,2219,1251,591
1825,6493,7527,1644,864,1285,2819,1700,1710,1765,1251,978,6515,6443,370,22,4,491,172,3473,2754,2745,2834,2213
1826,4850,5672,1360,787,1775,1644,1042,1155,1421,708,626,1398,8262,311,27,16,255,251,3508,3685,2224,718,386
1827,6123,7278,1903,1248,1972,2185,1279,1529,1504,1008,770,1645,10814,485,46,4,244,161,4273,3239,3663,1370,854
1828,6842,7470,1135,428,957,4991,2072,1400,1299,1198,826,10243,1793,1648,22,3,460,142,2245,1314,1554,4582,4616
1829,6928,8176,2009,1264,2664,2695,1693,1588,1469,981,738,2760,10579,986,67,20,538,152,4754,3900,3777,1615,1057
1830,6266,6603,1634,814,803,2942,1756,1532,1539,999,848,7093,2953,2055,40,0,365,362,4360,3628,2114,1835,931
1831,6514,6955,1710,1148,1678,1422,1443,1733,1911,1319,1102,11660,468,811,28,0,374,127,3306,2041,2550,2933,2637
1832,7749,8603,2362,1379,1583,2410,2134,2088,2167,1348,879,8339,5823,1434,26,6,472,250,4801,3944,3561,2576,1470
1833,7022,7568,2042,1366,1469,2187,1781,1867,1941,1081,853,8539,5077,202,53,0,381,337,4406,4902,3227,1433,621
1834,5937,6174,1352,1135,929,1266,1440,1671,1852,1245,1218,10334,717,778,21,0,215,45,3043,2639,2385,2316,1728
1835,5512,5509,1460,1130,690,1310,1384,1698,1582,1040,723,9509,418,753,4,1,250,84,2934,1561,1513,3028,1983
1836,6588,6982,1536,1101,1790,1671,1646,1705,1854,1332,931,11545,588,1002,16,4,217,196,2986,1934,2605,3614,2430
1837,7456,7705,2249,1463,1048,1701,1996,2240,2169,1329,963,12185,1409,847,17,4,467,229,4577,2992,2732,3087,1772
1838,6037,6082,1641,1325,1141,1262,1398,1753,1671,1108,819,10813,522,283,28,0,294,178,4103,2364,1981,2166,1503
1839,5804,6178,1672,1051,1274,1822,1475,1458,1368,978,882,8424,1422,461,25,6,786,856,4258,3001,2298,1528,897
1840,5511,5841,1543,941,992,1421,1265,1541,1520,1113,1013,10711,134,140,9,0,219,137,3267,3439,2231,1623,790
1841,8839,8757,2992,1796,1498,2281,1848,2015,2231,1596,1336,16792,274,213,11,2,156,146,8095,4738,2444,1574,744
1842,6263,6907,1726,1103,1178,1483,1630,1596,1912,1379,1161,11716,526,389,7,5,334,192,3685,3382,2625,2174,1304
1843,8174,8580,2327,1509,1735,2191,2059,2116,2097,1426,1291,13356,1791,362,66,0,704,473,5439,4854,3512,1872,1077
1844,6386,6519,1598,1176,864,1578,1638,1950,1939,1370,788,12007,363,170,3,4,268,88,3659,4236,2719,1539,751
1845,7426,7445,1882,1372,991,1799,1668,2178,2248,1623,1106,14027,329,120,37,18,282,56,4405,4476,3086,1948,955
1846,6278,6505,1550,1103,1129,1445,1384,1804,1855,1455,1053,11936,233,68,24,1,229,289,3682,4165,2780,1253,901
1847,6361,6488,1743,1140,1029,1457,1527,1726,1769,1341,1115,11833,438,126,61,0,301,87,4251,4395,2207,1226,771
1848,7030,6698,1542,1052,984,1486,1578,1949,2144,1635,1355,13185,241,44,12,1,191,51,3975,5685,2454,1030,582
1849,6469,6673,1424,1091,953,1565,1507,1866,2056,1517,1160,12148,574,42,10,11,324,31,3779,5160,2454,1232,516
1850,7093,7393,1663,1189,1120,1594,1698,2042,2236,1647,1294,13579,438,204,12,8,200,43,3661,4076,3018,2547,1182
1851,4978,4949,1196,713,1024,1146,1108,1303,1519,1119,797,9243,377,39,3,4,226,33,2641,3548,2323,946,469
1852,7173,7524,1648,1170,1328,1928,1644,2232,2178,1447,1120,12902,510,489,40,0,429,327,4128,3827,3658,2032,1051
1853,8796,9252,2227,1599,1502,2728,2287,2525,2475,1494,1209,13237,1815,420,77,12,825,1661,6100,4454,3862,2411,1219
1854,8676,9224,2470,1553,3049,3084,2207,1952,1675,1058,849,9925,3051,1091,146,28,842,2814,6197,4298,3831,1989,1585
1855,6259,6616,1556,940,1067,1893,1702,1560,1837,1242,1077,10355,812,648,44,10,535,469,3640,3024,3071,1972,1167
1856,7935,8462,1847,1254,1182,2164,1951,2419,2552,1736,1291,14983,305,435,53,0,410,210,4228,3696,4287,2686,1499
1857,6424,6732,1329,998,1318,1530,1400,1831,2003,1540,1202,12030,357,250,28,25,342,121,3089,2401,2877,2746,2042
1858,6115,6528,1135,986,1834,1190,1212,1709,2057,1488,1030,11699,167,251,83,9,257,174,2661,2534,3176,2482,1789
1859,9982,10190,2312,1599,2840,2319,2125,2488,2710,2232,1544,17732,1366,306,80,5,447,235,6218,4598,5626,2222,1508
1860,5440,5628,1515,1025,958,1327,1389,1418,1530,1225,678,9193,1039,296,45,11,262,220,3558,2334,2788,1594,793
1861,8281,8908,2588,1603,1480,2378,2038,2289,2103,1569,1136,12250,3010,494,147,27,474,784,6253,3152,3676,2650,1456
1862,5706,6215,1512,962,1205,1999,1595,1518,1413,984,729,8079,2873,330,22,86,271,257,3413,1894,2701,2508,1404
1863,8461,8753,2369,1646,1433,2139,2281,2399,2271,1625,1048,12465,3652,144,59,9,502,382,5741,4078,4255,2083,1056
1864,9561,10238,2654,1889,1627,2388,2377,2679,2655,2089,1438,15797,3143,194,29,6,432,195,6767,4910,4977,2052,1091
1865,5836,6318,1696,1056,1438,1764,1341,1460,1446,1100,849,7337,3961,362,20,0,323,150,4098,2700,3100,1503,752
1866,9121,9512,2546,1858,1457,2308,2337,2699,2476,1825,1124,15181,2268,356,32,0,450,342,6342,4393,4924,1935,1037
1867,7480,8004,2028,1444,1378,1816,1765,2092,2179,1665,1113,10446,4399,43,65,3,279,246,5651,4403,3746,1160,523
1868,6256,6528,1852,1254,919,1452,1748,1982,1732,1175,667,10305,1568,340,159,2,199,209,4053,2850,3118,1929,832
1869,6564,7255,1960,1413,1350,1805,1934,1842,1611,1181,720,9437,3562,267,45,1,276,228,4349,2489,3579,2282,1119
1870,8976,9210,2630,1985,1305,2216,2624,2606,2285,1553,979,14765,2187,263,70,11,389,497,6453,4236,4114,2240,1141
1871,6180,6696,1585,1009,1090,1886,1433,1653,1863,1425,929,9491,2598,275,24,0,320,166,3501,2867,3418,2034,1054
1872,9358,10316,2742,2148,1663,2394,2777,2710,2527,1720,991,8909,9264,531,48,1,460,460,6080,3906,4540,3191,1956
1873,10245,10469,2397,1410,4432,3555,2215,2165,2137,1469,930,9589,9364,630,28,43,734,324,5233,4194,6012,3210,2063
1874,5274,5695,1331,1109,1129,1257,1316,1366,1546,1189,723,6317,4209,48,29,10,218,136,3415,3107,2952,958,535
1875,8094,8395,2118,1459,1230,1967,2144,2212,2190,1963,1203,10798,4805,158,114,3,413,195,5891,4659,3717,1510,711
1876,9181,9750,2598,1650,1847,2427,2080,2343,2558,2055,1369,8301,9717,189,56,11,444,211,6701,5150,4789,1491,797
1877,9666,10886,2825,1978,1792,2563,2490,2644,2758,2156,1344,11205,8664,201,41,11,336,92,7259,5293,4667,2152,1180
1878,5819,6553,1538,1114,949,1308,1329,1520,1865,1700,1045,6697,5224,51,97,0,154,147,4319,3447,2838,1123,643
1879,7558,8128,1722,1274,1458,1845,1797,1874,2318,2211,1183,12164,2857,149,40,10,204,260,4562,4622,4289,1396,817
1880,8465,9074,1947,1151,1011,2079,1908,2324,2822,2856,1437,14772,1503,313,102,8,411,427,4377,4389,5014,2535,1224
1881,8155,8716,2503,1589,1452,2322,2254,2228,2157,1498,865,11406,4178,229,86,47,585,339,5562,3906,4588,1836,977
1882,10228,11095,2391,1151,2075,3904,2634,2584,2934,2253,1395,15264,5305,318,16,19,285,114,4665,3864,5067,5050,2676
1883,8422,8666,2236,1676,1064,2195,2302,2334,2352,1895,1031,13263,3078,220,49,4,397,74,4871,2893,3644,3524,2156
1884,11061,11111,3470,1990,2378,3743,3035,2683,2405,1566,899,12388,7304,621,101,75,782,900,7721,4938,5642,2752,1118
1885,9127,9832,2455,1727,1836,2171,2108,2367,2671,2177,1444,7859,10406,92,86,13,260,241,6468,5507,4766,1401,817
1886,10590,10871,2614,1506,1949,2499,2177,2338,2930,3349,2096,15454,4534,238,37,17,480,698,5690,4608,5158,3583,2421
1887,9552,9939,2388,1755,1610,2430,2308,2530,2820,2195,1452,13437,5182,187,67,14,400,201,6104,5210,4704,2243,1228
1888,4977,5486,1348,893,952,1207,1165,1358,1424,1225,888,6764,3321,104,7,0,209,56,3478,2753,2607,1080,544
1889,9500,9250,2567,1606,1672,2512,2114,2115,2742,2085,1336,16291,237,229,1177,28,707,78,5104,4341,5266,2795,1244
1890,5165,5186,1919,1200,855,1252,1115,1149,1290,875,693,5243,14,54,4793,8,214,22,4209,2506,2271,1040,323
1891,6645,6618,1967,1258,1123,1545,1412,1553,1879,1327,1195,11883,142,155,738,0,267,76,4227,3483,3405,1617,529
1892,6994,6579,1936,1155,1764,1586,1434,1458,1828,1299,1109,12353,103,304,374,0,294,143,4073,3102,3727,1844,825
1893,6936,6727,2135,1320,1332,1695,1775,1727,1697,1136,843,12927,136,107,201,5,225,60,4163,3028,3595,2012,864
1894,8659,8798,2810,1539,1604,2873,2267,2011,2067,1383,900,14786,1125,411,313,1,581,239,5464,3323,4302,3161,1208
1895,6790,7108,1902,1299,1127,1632,1716,1841,1866,1446,1066,11130,2085,62,52,11,301,254,5033,4362,2950,1016,536
1896,6668,6975,1628,1159,1397,1436,1501,1799,1926,1623,1170,12227,971,56,59,12,263,52,4457,4616,2922,1016,630
1897,10663,10693,3588,2083,2333,4010,2777,2393,2098,1273,799,15363,4080,435,126,88,940,322,6810,4930,5791,2571,1253
1898,9379,9410,2478,1871,1460,2410,2407,2713,2611,1750,1084,17052,916,93,79,9,394,243,6421,5896,4103,1616,752
1899,8970,9372,2563,1792,1414,2250,2476,2594,2402,1729,1120,15948,1343,264,58,25,415,287,5716,4432,4473,2566,1153
1900,6483,6376,1758,1169,1001,1694,1554,1764,1742,1310,864,11986,316,50,60,2,286,157,4771,4418,2369,837,463
1901,6154,6250,1427,1130,1444,1497,1422,1562,1610,1367,942,11705,228,103,27,0,234,105,3987,3895,2742,1148,630
1902,5404,5598,1304,837,746,1143,1116,1389,1621,1673,1169,10624,114,32,34,0,168,29,3477,3760,2457,809,497
1903,6082,6091,1412,1114,998,1484,1469,1701,1686,1376,930,11720,182,54,42,7,138,28,4494,4133,2410,706,429
1904,5106,5535,1233,876,801,1239,1192,1481,1507,1308,1001,10053,261,64,19,18,202,21,3396,3462,2376,935,471
1905,5277,5435,1167,926,813,1144,1248,1600,1584,1288,938,10206,165,59,20,3,182,75,3117,2925,2718,1223,727
1906,7954,8150,1664,1330,1238,1834,1905,2298,2364,2021,1447,15369,301,71,48,3,240,69,4974,5358,3693,1353,724
1907,6251,6530,1453,1011,1585,1589,1513,1661,1689,1332,943,11649,556,219,52,0,245,56,3601,3090,3140,1829,1119
1908,6033,6236,1561,1124,950,1356,1447,1757,1717,1411,944,11326,379,76,62,23,236,166,4560,4027,2468,789,424
1909,7409,7676,1827,1243,1247,1775,1729,2119,2214,1786,1142,14329,181,125,67,4,276,101,4797,4447,3800,1390,650
1910,5250,5472,1328,980,821,1230,1247,1507,1589,1175,841,9890,333,110,42,12,218,113,3548,3166,2386,927,692
1911,5545,5787,1501,992,997,1324,1387,1604,1543,1148,834,10653,312,91,18,2,206,48,3417,2991,2890,1308,725
1912,8556,9302,2167,1127,3266,2849,2049,2083,1905,1391,1018,13653,3088,318,60,15,494,227,4780,3851,5015,2675,1536
1913,7761,8029,2193,1495,1155,1953,2195,2072,2188,1533,1004,14096,585,577,56,0,308,165,4312,2092,3462,3566,2356
1914,6281,6706,1560,1092,1017,1509,1540,1827,1834,1538,1065,12196,340,105,38,3,268,34,3831,3705,3188,1477,785
1915,7418,7721,1759,1250,1135,1575,1615,2018,2316,2095,1373,14229,282,90,71,0,271,195,4629,4567,3639,1444,859
1916,8585,8971,2221,1572,1578,2102,2125,2446,2346,1843,1319,16043,719,159,50,4,363,215,5928,4891,4341,1552,841
1917,5679,6207,1585,890,1436,1893,1438,1440,1498,989,714,6746,4301,242,11,8,316,259,3853,2735,3199,1467,631
1918,5443,6095,1347,830,924,1850,1429,1387,1544,1218,1007,8988,1883,309,33,3,259,62,2964,2360,2970,2127,1115
1919,6297,6362,1661,1214,870,1391,1634,1805,1822,1342,917,11510,625,198,20,27,214,62,3650,2421,3262,2140,1186
1920,5897,5751,1420,1061,922,1383,1367,1581,1677,1363,870,10859,236,28,27,0,458,39,4362,3589,2565,725,406
1921,6764,6952,1794,1263,1218,1553,1604,1806,1936,1452,1086,12359,670,108,22,1,325,227,4566,4160,2948,1269,771
1922,6691,6981,1925,1327,1051,1586,1887,1959,1846,1316,771,12030,954,203,54,0,252,177,4189,3130,3290,2123,939
1923,7068,7169,2346,1520,1298,1939,2194,1995,1622,867,452,11204,1767,526,51,1,392,295,4939,3264,3463,1847,722
1924,8504,8836,2371,1591,2667,2649,2311,2109,1740,1182,717,13095,2878,586,36,0,557,186,4880,3553,4689,2896,1320
1925,8149,8494,2409,1378,1417,3071,2513,2168,1917,1089,678,10498,4718,394,12,2,513,505,4991,3472,4094,2960,1125
1926,5290,6092,1684,962,812,1779,1442,1485,1515,1018,682,5218,5139,139,44,0,224,616,3951,2789,2734,1257,651
1927,5847,6208,1474,845,1338,2995,1719,1325,1231,679,448,6496,4729,257,56,21,261,232,3641,2401,2533,2330,1149
1928,6620,6545,2046,1003,1098,2879,1958,1451,1451,841,434,9158,2346,897,37,19,434,271,4481,2266,2481,2672,1263
1929,7211,8300,1819,880,2177,2980,1759,1768,1815,1309,1000,12565,1619,800,31,1,370,123,3229,1399,3263,4309,3309
1930,11002,11521,3477,2701,1717,2054,3312,3501,2896,1809,1053,19976,952,957,57,0,486,93,7118,2460,3817,5850,3277
1931,8445,8882,2496,1653,1330,2308,2201,2298,2371,1626,1042,14757,1681,84,50,1,386,366,5929,5117,3933,1601,746
1932,5417,5485,1493,951,866,1283,1231,1505,1513,1204,854,10004,533,72,17,5,192,79,3827,3664,2316,696,399
1933,6684,6735,1627,1246,1059,1539,1602,1812,1873,1569,1088,10594,2510,38,20,3,194,57,4679,4745,2694,862,438
1934,5451,6042,1467,1123,1293,1386,1301,1476,1542,1114,788,7156,3785,102,10,0,239,199,3634,3260,2687,1207,703
1935,6338,6407,1700,1198,1017,1600,1587,1741,1811,1290,798,9216,3084,78,74,1,224,66,4354,3860,2958,994,576
1936,6476,7028,1678,949,1620,2301,1573,1601,1826,1145,807,3591,9336,232,21,0,202,119,4404,3224,2873,1748,1253
1937,6185,6727,2151,1029,1342,2039,1549,1502,1524,955,818,7413,4258,317,25,7,214,677,4656,2475,2875,1717,1187
1938,5374,6211,2148,1208,1111,1762,1422,1203,1408,857,463,3238,7863,103,13,2,220,143,4623,3051,2725,818,367
1939,4950,5218,1507,1158,796,1221,1304,1508,1351,835,485,6350,3109,263,19,0,279,146,3264,2123,2659,1312,809
1940,5458,5970,1594,1143,1039,1882,1609,1579,1324,771,484,5634,4865,460,12,2,282,171,3298,2117,2902,1998,1112
1941,6185,6737,1754,1462,905,1443,1795,1894,1787,1173,706,7723,3801,921,17,0,271,186,3654,1519,2787,2985,1976
1942,4977,5724,1901,1125,1035,1773,1316,1259,1106,737,447,2352,7340,164,5,15,126,697,4034,2475,2542,1026,623
1943,4872,5500,1632,1075,998,1342,1154,1277,1393,979,519,487,9603,25,6,1,80,168,3834,2817,2679,722,320
1944,9459,8753,3001,1976,1584,2405,2278,2090,2156,1513,1207,15773,511,242,140,29,607,908,7896,4370,4111,1367,467
1945,6180,5767,2075,1216,1109,1755,1596,1411,1329,847,606,9321,1204,656,76,17,364,306,5219,2787,2729,835,376
1946,6573,6833,1960,1266,1325,1954,1745,1549,1642,1151,812,11935,385,270,63,30,385,336,4016,2458,3924,2151,855
1947,6627,6228,2036,1418,1282,1679,1572,1450,1502,1040,872,11421,472,60,67,7,337,489,5812,3049,2688,918,385
1948,5751,5708,1361,991,2990,1697,1201,931,1016,671,598,9327,824,239,105,16,318,627,3576,2211,3674,1311,685
1949,9253,9758,3048,1898,2200,2793,2331,2157,2184,1421,976,15602,1346,415,213,16,574,843,6598,3754,4691,2605,1361
1950,7797,7732,2082,1558,1235,1823,1797,2041,2174,1639,1178,14311,407,70,142,14,252,330,5582,4311,3673,1436,525
1951,6845,6336,1862,1081,1788,1973,1497,1468,1588,1045,875,10377,1376,317,139,6,426,537,4207,3538,3413,1351,669
1952,10212,10346,2828,1962,1794,2485,2381,2593,2846,2152,1514,18120,1028,241,213,7,669,277,6802,5048,5843,1943,920
1953,9451,9697,2777,2112,1721,2234,2584,2624,2422,1614,1058,15719,1385,390,138,6,467,1041,6464,3904,4798,2559,1423
1954,7703,8226,2342,1603,1308,1865,1824,1965,2054,1705,1258,12605,1772,108,92,7,452,889,5873,4137,3881,1409,626
1955,6121,6212,1706,1187,1036,1537,1545,1554,1571,1257,937,8823,2797,107,97,10,314,182,4074,3613,3033,1080,532
1956,5732,6024,1697,1152,972,1307,1397,1471,1658,1232,866,9240,1937,74,56,7,213,225,4150,3188,2973,1071,372
1957,6132,6262,1603,1104,948,1268,1293,1549,1815,1651,1159,11034,642,63,80,12,211,349,4086,3489,3327,1067,424
1958,6077,6303,2028,1405,1006,1648,1747,1623,1448,912,559,10046,1456,139,48,10,310,369,4746,2999,2935,1158,540
1959,5457,5603,1751,1084,904,1341,1381,1287,1428,1098,785,9338,1277,94,33,12,187,117,3998,2257,3062,1192,550
1960,5505,6197,1705,1055,1373,1758,1306,1382,1318,974,829,8147,2704,302,56,4,193,295,3997,1922,3459,1576,747
1961,6009,6327,1976,1217,1169,1698,1472,1437,1510,1046,807,9194,2486,165,27,15,331,115,4611,2699,3349,1132,544
1962,6651,6263,1876,1216,1163,1593,1618,1588,1646,1253,958,10335,2015,54,50,5,272,180,4972,3136,3362,981,462
1963,7460,6418,1653,1218,1089,1803,1827,1814,1873,1499,1099,11512,1711,88,105,8,227,224,4773,4079,3493,1019,512
1964,6156,6423,1371,930,1454,2347,1592,1589,1547,1026,720,7675,1461,2091,48,22,555,725,2860,1498,2784,3481,1956
1965,5844,5981,1533,1279,838,1543,1909,1982,1548,787,401,6538,845,3887,54,18,307,173,3080,996,1745,3432,2570
1966,5596,5646,1460,1072,1016,1633,1605,1496,1434,1015,507,8204,1166,1351,44,10,320,145,3434,1605,2707,2338,1158
1967,7141,7060,2197,1810,1099,1487,2216,2364,1665,889,470,9366,1477,2724,40,4,378,211,4532,1908,2948,3052,1761
1968,7349,7858,2529,1696,1281,1708,2547,2278,1487,963,714,11738,1737,1017,52,8,409,244,5190,2062,3299,3198,1457
1969,8675,8969,3170,2257,1169,1964,3471,2761,1498,877,474,12076,1538,3025,134,0,586,281,6072,1646,3336,4212,2377
1970,7185,7593,2418,1917,1076,1759,2262,2253,1550,1041,499,11783,1248,677,53,3,419,593,5304,2776,3249,2403,1045
1971,6197,6576,1478,1194,1027,2326,2093,1906,1507,840,400,7921,1911,2170,49,18,437,265,3408,1879,2974,3248,1263
1972,5542,5762,1800,951,976,2317,1675,1532,1103,606,340,7261,1547,1260,55,12,485,681,3813,1983,2738,2006,764
1973,7219,7150,2169,1746,941,1286,2149,2655,1971,1016,433,12037,510,1090,61,2,426,241,4312,1449,2804,3886,1917
1974,8467,8701,3014,2170,1006,2160,3255,2565,1574,947,473,11924,1898,1976,49,16,781,522,5925,1958,3540,3675,2068
1975,6087,6424,1401,938,2787,2261,1396,1319,1145,750,511,9762,1374,538,55,21,413,347,3104,1868,4429,2104,1004
1976,7490,7777,2423,1598,1016,2086,2308,2099,1839,1192,704,12975,924,264,124,0,509,469,5104,2681,3826,2614,1041
1977,8546,8821,2737,1915,1546,2217,2287,2339,2128,1363,831,14207,1732,122,116,9,660,517,6439,3693,4453,1918,862
1978,8368,8351,2580,1776,1440,2122,2177,2217,2087,1408,907,15217,601,160,71,62,336,270,6093,4686,3831,1538,569
1979,6721,7025,1798,1188,1558,1599,1409,1583,1863,1592,1154,12707,217,109,126,18,215,351,4221,3430,3720,1606,768
1980,5643,5768,1694,1287,954,1576,1487,1775,1498,768,369,7529,1870,1138,67,2,444,359,4112,2073,2915,1554,755
1981,5287,5314,1952,1182,1001,1551,1374,1283,1073,684,498,6995,1936,533,70,6,254,804,4936,2078,2344,851,390
1982,6033,6229,2027,1535,1095,1682,1571,1632,1425,864,427,7525,3198,577,66,1,429,463,5009,2562,3122,1033,535
1983,5651,5818,2097,1452,1122,1587,1641,1364,1102,654,447,6082,4527,26,51,0,202,580,5892,2868,2109,465,133
1984,6546,7084,2719,1812,1624,1857,1789,1593,1213,651,369,9563,3276,51,62,4,167,506,7457,3001,2534,491,145
1985,6379,6835,2333,1158,1147,2128,1771,1670,1448,863,693,9731,1987,278,31,6,264,913,5424,2347,2394,1879,1167
1986,6542,6629,2484,1003,1132,2634,2027,1537,1133,708,510,6815,4182,924,39,7,390,811,5189,2143,2629,2056,1152
1987,5316,5734,1499,1053,1015,1551,1318,1422,1556,1028,603,6862,1469,1980,53,3,415,266,3976,1974,2671,1691,736
1988,6257,6351,1961,1211,1198,1815,1764,1461,1391,1031,772,7943,1254,951,44,1,542,1871,4302,1479,2438,2750,1638
1989,5992,6299,1684,829,1168,2658,1730,1499,1354,800,565,7211,1590,855,65,7,620,1940,3858,1943,2744,2585,1159
1990,5359,5324,1471,983,855,1434,1510,1494,1349,845,738,9355,442,306,36,1,196,344,4277,1185,1633,2154,1433
1991,5956,5327,1307,788,1160,2226,1637,1570,1298,772,521,8998,1170,551,34,8,265,254,3475,1333,1725,2790,1958
1992,6567,6065,1054,509,1411,4452,1817,1194,1243,612,337,9831,1344,724,48,0,312,370,2651,1166,2107,4384,2323
1993,6222,6472,2300,1419,1236,1668,1538,1583,1462,835,649,6510,5625,9,18,2,104,423,6652,3151,2179,507,204
1994,5837,5676,2036,1255,1249,1812,1559,1379,1156,704,360,9241,1335,93,53,0,231,557,6344,2388,1566,828,387
1995,5538,5977,2096,1250,1327,1635,1360,1271,1213,844,517,6110,4369,74,20,2,142,796,5601,2702,2253,698,260
1996,4991,5920,1832,1359,881,1334,1540,1509,1262,774,417,2839,7286,63,27,9,271,416,4165,2102,2940,1143,561
1997,5472,5855,1868,1269,1012,1587,1533,1436,1381,789,450,4523,5376,379,20,12,279,735,4108,2209,3144,1220,645
1998,5648,6019,2019,1431,1319,1542,1601,1448,1243,717,344,7301,2458,522,56,0,292,1037,5321,2616,2438,935,356
1999,5352,5267,1933,1342,1123,1505,1456,1321,997,599,340,6819,762,406,51,10,263,2305,5667,2236,1785,670,260
2000,6000,5999,2041,1041,1257,2386,1818,1525,1025,524,378,5653,2416,1918,51,37,328,1594,4571,2162,2454,1896,915
2001,5942,6100,1943,1141,742,2081,2153,1731,1356,564,328,6282,1031,3963,58,10,411,285,3772,1212,1841,2955,2260
2002,6654,6719,1907,1407,1067,1547,1671,1875,1855,1279,762,12412,166,70,151,12,307,253,4484,3142,3445,1547,753
2003,6112,6158,1681,1493,858,1327,1618,2031,1840,964,455,9855,453,1185,58,5,390,321,3654,1238,2517,3088,1771
2004,6079,6385,1806,925,1147,2602,1824,1581,1374,783,417,7307,2860,1105,78,127,466,518,3472,2061,3495,2415,1018
2005,6707,6756,2392,1336,1876,2255,1737,1557,1191,679,438,7521,2952,951,56,4,406,1571,6263,2876,2868,1042,413
2006,5907,6225,1877,1574,1333,1725,1853,1787,1231,548,201,5007,4271,1304,56,22,502,969,4456,2300,3208,1450,717
2007,5882,6180,1788,1444,1025,1305,1795,1801,1501,917,483,8302,2085,674,36,7,572,384,3802,1794,3017,2290,1158
2008,6108,6465,2197,1534,1068,1801,1742,1607,1318,799,504,7873,3325,360,35,6,345,627,4772,2912,3039,1267,581
2009,5805,6260,1625,1184,1072,1665,1562,1663,1495,1077,721,8027,2565,432,36,7,396,601,3836,2273,3126,1963,866
2010,5913,5810,2318,1384,1171,1734,1436,1377,1075,724,501,4749,4208,311,39,17,219,2177,6442,2695,1980,420,184
2011,7009,7497,2289,1370,1228,2205,1915,1752,1831,1092,819,9698,2382,797,146,84,467,929,5119,2934,3572,2006,873
2012,6091,6483,1753,1334,913,1458,1627,1847,1826,1097,716,10629,547,593,132,6,408,255,3709,2070,3152,2542,1100
2013,6277,6609,2236,1641,1097,1906,2053,1962,1136,617,235,9285,1245,1054,69,18,523,690,4405,1815,3146,2670,849
2014,5702,5587,1906,1222,1283,1819,1490,1322,1129,676,438,7229,733,480,59,5,269,2512,5706,2636,1927,743,275
2015,6417,6912,2122,1220,1865,2095,1526,1380,1498,915,705,9760,1683,327,43,8,355,1151,5258,2696,2684,1693,996
2016,6603,7382,2107,1179,1204,2325,1731,1723,1723,1163,825,9911,2453,474,72,2,534,535,4339,2608,3313,2407,1316
2017,5646,5676,1499,1013,999,1826,1586,1423,1407,851,714,9269,642,226,38,2,277,864,3857,2656,2409,1628,771
2018,8004,8280,3035,1866,1127,2413,2627,2117,1635,984,476,12802,1384,796,173,9,506,611,5860,3074,3927,2461,960
2019,10028,9147,2498,1740,1698,2302,2299,2319,2570,2064,1683,16868,915,89,95,0,487,719,6829,5343,4691,1642,669
2020,6681,7043,2106,1283,1999,1993,1534,1368,1498,1036,904,10588,1090,284,81,7,344,1328,4468,3349,3658,1514,734
