variable_names,psextype,psextype,pagetype,pagetype,pagetype,pagetype,pagetype,pagetype,pagetype,pagetype,pagetype,pracetype,pracetype,pracetype,pracetype,pracetype,pracetype,pracetype,pedutype,pedutype,pedutype,pedutype,pedutype
variable_categories,1,2,1,2,3,4,5,6,7,8,9,1,2,3,4,5,6,7,1,2,3,4,5
geo,,,,,,,,,,,,,,,,,,,,,,,
211,7895,8220,2833,1803,1804,2457,2010,2072,1583,908,643,5777,4549,140,90,36,294,5227,8570,3476,3194,646,228
212,7754,8279,2342,1409,1357,2404,2262,2118,1962,1218,957,5066,3841,2310,146,124,647,3896,6522,3138,3973,1747,650
213,5685,5845,1941,1051,1126,2043,1634,1574,1145,643,369,4432,2264,841,86,75,437,3392,4970,2102,2773,1232,451
214,6994,6923,1910,1270,573,1932,2185,2266,1869,1142,767,10366,361,1691,53,12,985,448,3560,994,2528,4176,2657
215,6099,6460,1618,947,882,1738,1671,1827,1786,1060,1027,5432,352,4806,80,71,832,985,3193,1730,3085,3095,1456
216,5528,5848,1254,946,1033,1681,1342,1517,1544,1126,932,3155,2357,3230,49,241,628,1716,3765,2021,3049,1939,601
217,7164,7424,2355,1425,1398,2399,1893,1879,1621,1031,585,4606,2573,1924,130,203,710,4442,5913,2606,3960,1471,637
218,7879,8216,1974,1435,1367,2157,2208,2210,2097,1506,1138,5582,1303,5215,84,116,874,2918,4801,2666,4450,2918,1259
219,6580,6835,1425,903,1408,2013,1867,1937,1765,1247,845,9748,772,1457,96,27,773,538,2943,1505,4021,3074,1870
220,5088,5069,1545,906,1123,1905,1392,1314,1076,534,359,4795,1387,1562,174,115,371,1751,4575,1588,2442,1066,485
221,9104,9368,2912,1713,1722,2822,2523,2475,1988,1363,951,9364,1164,1681,199,96,1064,4902,8031,3383,4288,2006,763
222,5397,5762,1272,1102,652,959,1155,1682,1797,1280,1258,6929,287,2695,56,39,679,472,2858,1125,2196,2899,2080
223,4833,5015,1306,810,1003,2059,1436,1263,1048,603,316,5197,1280,1493,87,24,408,1356,3959,1458,2397,1443,589
224,7479,8033,2682,1601,1494,2163,1906,1790,1738,1303,832,10825,506,317,209,23,521,3109,7474,2880,3723,1004,431
225,5369,5632,1147,864,794,975,1239,1620,1849,1456,1054,8343,274,734,24,42,712,869,2577,1405,2638,2774,1605
226,7305,7692,1868,1378,905,1284,1847,2498,2077,1847,1290,11850,335,760,36,9,610,1393,4212,1134,2430,4151,3070
227,5697,5565,2072,1379,1046,1583,1469,1309,1190,707,506,6146,176,516,121,34,453,3814,5919,2280,2292,551,219
228,8064,7824,2817,1762,2013,2308,1929,1753,1525,1022,756,8663,691,1438,130,31,609,4325,7353,2781,4149,1039,565
229,8864,9406,2455,1482,1766,2359,2094,2186,2421,1962,1542,12593,579,1415,170,182,1031,2298,5850,2555,4695,2936,2233
230,8551,8385,3149,1966,1750,2605,2364,1903,1582,991,623,6393,244,901,89,20,576,8711,9429,2921,3168,1002,414
231,7655,6510,2357,1543,1435,2097,1950,1855,1559,839,527,8836,319,323,106,12,481,4085,7144,2564,3175,922,359
232,6954,7001,1622,1295,1224,1725,1765,1836,1887,1474,1125,10376,272,1154,121,34,521,1475,4343,2197,3772,2371,1272
233,5073,5154,1004,753,615,992,1140,1193,1804,1687,1036,9501,57,101,116,13,367,70,2199,1777,3453,1840,956
234,8841,9329,2032,1430,1299,1986,1959,2740,3168,2065,1487,14211,190,1092,46,45,831,1753,4522,2137,4769,4285,2456
235,5459,5471,1219,947,792,1257,1342,1678,1659,1157,876,8404,210,1282,40,10,568,414,2715,1358,2831,2692,1332
236,9945,11055,2265,1762,1253,2385,2517,3074,2974,2485,2282,15967,295,3061,50,15,894,714,4678,1784,4498,6047,3991
237,11989,12375,2983,1976,3621,4062,3446,3084,2414,1685,1091,11956,477,9563,62,53,1157,1094,5873,2226,5524,6420,4320
238,10841,11240,3246,2219,1674,2887,3267,3607,2639,1521,1017,12696,398,5448,86,35,1023,2392,6809,2570,5000,4671,3029
239,9130,9511,2575,1763,1523,2396,2383,2631,2584,1669,1114,12484,291,3281,95,10,731,1747,5584,2669,4724,3742,1920
240,9636,9822,2590,1724,2222,2981,2382,2538,2366,1405,1249,11803,401,4242,86,52,948,1925,6215,2794,4909,3652,1887
241,8793,9314,2093,1658,1489,2207,2307,2586,2483,1654,1627,9890,632,5249,116,76,915,1227,5256,2845,4596,3633,1775
242,7546,7686,2145,1544,1601,2497,1925,1935,1619,1054,909,9477,513,3214,91,137,481,1318,6205,3049,3720,1783,475
243,9920,9841,2800,1833,2050,3413,2733,2648,2144,1260,876,13560,405,2725,93,62,573,2341,7770,3602,4550,2721,1116
244,6857,7213,1836,1144,1661,2066,1699,1874,1808,1084,895,10623,173,1541,79,29,488,1134,4327,2056,3745,2678,1263
245,8362,8734,2218,1561,1436,2324,2187,2571,2136,1431,1230,7674,299,6814,93,74,547,1593,6462,3207,4261,2358,807
246,8039,8106,1946,1418,1572,2569,2036,2372,2014,1254,961,5860,142,6991,57,65,380,2649,6474,3358,3854,1972,485
247,10004,9841,2217,1602,1477,2745,2483,3030,2770,2068,1449,13980,274,2509,62,101,1123,1793,5027,2819,5553,4081,2364
248,5451,5758,1923,1348,745,1125,1625,1859,1405,744,432,8933,135,1156,26,27,699,230,3575,1014,2259,2823,1538
249,7912,7722,2475,1578,1645,2598,2104,1994,1668,981,587,5284,152,3081,58,41,242,6774,8157,2814,2960,1255,446
250,8670,8248,2852,1846,1848,2929,2399,2128,1549,754,610,7554,233,870,106,64,273,7816,9278,2917,3041,1194,488
251,9043,9090,2040,1524,1614,3158,2545,2560,2121,1464,1104,12426,212,2883,80,108,805,1618,5277,2392,4673,4017,1774
252,6903,7310,1949,1399,1173,1697,2045,1937,1670,1272,1067,10898,301,1560,83,62,733,574,3999,2102,3995,2931,1185
253,6131,6523,1827,1239,1009,1344,1680,1712,1443,1342,1055,10210,202,997,66,24,622,531,3598,1774,3734,2379,1167
254,5813,5863,1273,934,712,1165,1232,1640,2094,1572,1052,10471,153,352,61,15,453,169,2742,2030,3584,2153,1167
255,9384,9064,2540,1658,1588,2689,2517,2425,2196,1754,1078,9008,612,304,116,12,554,7840,8138,5048,3616,1034,610
256,7289,6350,1296,972,845,1378,1386,1796,2248,2043,1673,10937,439,720,94,34,308,1105,3676,2747,3690,2061,1464
257,7088,7265,2204,1852,1222,1682,1945,2052,1712,1047,634,9876,582,1333,97,85,1069,1309,4727,2241,4166,2012,1206
258,7108,7572,2417,1786,1282,2064,1999,1915,1496,973,745,9516,892,1304,111,116,1117,1621,5178,2784,4053,1929,734
259,10495,10505,3549,2224,1858,3031,2677,2496,2405,1437,1318,12396,1014,1132,109,77,1188,5081,8058,4604,5830,1652,853
260,8394,8571,2913,1803,1406,2147,2090,1842,1981,1521,1259,12282,1135,775,214,103,826,1627,6752,3798,4546,1249,620
261,7905,8640,2600,1734,1468,2037,2034,1838,1871,1647,1313,11461,1111,818,451,11,653,2038,6404,3769,4391,1315,665
262,9423,10089,3214,2235,2381,3139,2565,2411,1874,1093,596,6857,3490,1204,69,75,503,7313,8345,4483,4709,1358,615
263,6718,6586,2376,1649,1515,1784,1745,1756,1192,770,514,5415,1199,645,29,30,368,5616,6528,2924,2743,727,381
264,7707,7848,2088,1445,2599,2539,1774,1788,1614,1030,677,8809,1086,1464,99,38,767,3289,5219,3002,4337,1707,1288
265,8911,9060,2734,1762,2175,3147,2350,2178,1746,1076,799,10655,953,863,147,43,924,4384,7340,4312,4349,1274,695
266,5699,5563,1591,1267,1069,1463,1509,1744,1363,755,496,6958,787,1402,62,18,369,1664,3813,2144,3058,1449,795
267,7883,7685,2160,1592,1555,2306,2227,2239,1820,967,700,10008,761,1268,71,77,639,2742,5507,3316,4226,1784,734
268,8320,8477,2955,1908,1761,2377,2450,2110,1688,955,589,8245,904,2120,111,21,763,4631,7219,3501,3761,1590,724
269,7688,7834,1682,1151,1073,1587,1607,1766,2049,2317,2286,12248,609,550,81,13,515,1504,4336,3388,4269,2216,1313
270,5291,5720,1403,902,949,1760,1432,1353,1449,1063,697,9054,421,420,70,12,675,356,3108,2238,3889,1278,496
271,5958,6010,1792,951,1057,2051,1595,1526,1394,917,682,7142,1204,1568,96,82,982,890,3611,2098,3603,1891,763
272,5453,5888,1332,956,779,1406,1433,1464,1661,1249,1058,8826,492,631,57,62,894,377,2827,1861,3297,2021,1334
273,6388,7171,2334,1195,1369,2408,1684,1421,1547,920,678,8514,1770,902,87,36,1177,1072,4957,3290,3527,1302,483
274,5613,5926,1904,1038,853,2145,1787,1437,1203,763,407,4991,1752,2295,113,113,887,1385,3829,1915,2875,1892,1026
275,6224,6194,2162,1392,1185,1925,1658,1496,1411,755,430,7086,1273,1543,111,238,607,1557,4866,3066,3151,1025,309
276,5884,6212,1288,671,1274,2581,1467,1422,1450,1156,784,8103,876,1102,87,52,824,1049,2736,1449,3106,2932,1871
277,6903,7250,2109,1379,1382,2303,1969,1565,1631,1009,804,5907,1585,2983,173,224,1097,2181,5998,2811,3629,1229,485
278,7279,7569,2379,1358,1299,2457,1749,1665,1770,1244,925,4927,2649,3963,60,470,1166,1609,5546,2894,3819,1810,778
279,7842,8433,2379,1857,1416,2003,2229,2373,2078,1133,804,7498,1855,4540,112,289,1351,628,5517,2330,4497,2715,1214
280,5783,5922,1521,1342,953,1480,1489,1712,1486,1057,661,6587,781,2416,94,122,996,707,4119,2123,3294,1526,642
281,5921,5640,1472,1174,780,1381,1626,1907,1500,1024,696,8676,328,1486,38,42,713,275,3183,1484,3003,2415,1475
282,7299,6923,2527,1226,1682,2048,1484,1486,1706,1248,813,10842,1266,385,270,137,831,490,5143,3387,4153,986,553
283,8627,8434,3351,2063,1610,2606,2211,2075,1585,920,638,11254,2789,515,152,25,933,1391,8145,3582,4102,773,458
284,8602,9011,2892,2196,1700,2197,2059,2024,2189,1422,931,14099,1055,416,146,17,837,1042,7297,4333,4374,1051,557
285,5843,5638,1663,1044,1003,1424,1426,1494,1624,1137,662,9483,475,324,114,47,460,574,3789,2415,3520,1086,670
286,6919,7461,2098,1270,1386,2084,1790,1720,1880,1227,922,11233,619,933,75,14,602,902,4524,2650,3754,1994,1457
287,4956,5598,1576,1019,1091,1835,1389,1242,1050,750,599,6129,714,1055,85,17,417,2133,4252,2034,2498,1091,678
288,5967,5675,2097,1275,1320,1855,1453,1260,1283,690,406,6629,1530,695,130,94,749,1813,5565,2455,2594,714,313
289,8381,8818,3317,2033,2145,2571,2188,1865,1589,904,584,10785,1957,528,98,48,680,3103,8876,3723,3592,727,282
290,5609,5702,1828,1236,1347,1834,1490,1317,1174,699,382,7336,1262,421,51,0,426,1813,5070,2706,2529,724,280
291,5506,5491,1964,1322,1359,1765,1441,1353,887,538,366,3914,717,319,89,6,403,5547,5562,2457,2244,606,125
292,8689,8992,2558,1647,1668,2730,2244,2477,2244,1405,706,10609,1675,2323,98,32,1219,1724,5286,2724,5346,2739,1586
293,6157,6582,1722,1249,1348,1915,1607,1629,1563,976,727,7553,604,1189,102,15,635,2639,4541,2418,3457,1538,783
294,8718,9141,2798,1884,1941,2996,2529,2247,1799,1008,653,8866,984,1217,187,50,893,5658,7687,3635,4433,1592,510
295,9187,8258,2217,1518,1572,2748,2451,2558,2361,1286,730,8761,817,4249,93,70,911,2541,5624,2904,4654,2977,1283
296,6402,6337,1952,1598,1521,1949,1831,1874,1122,575,314,4695,1277,966,93,18,765,4922,5424,2691,2982,1287,353
297,10750,9341,3028,1501,3456,3356,2265,1992,2164,1402,924,14856,1161,1233,223,121,1290,1205,6257,4342,5743,2606,1141
298,5984,5791,1517,1100,943,1383,1274,1425,1717,1430,982,9719,229,332,405,16,533,538,3719,2133,3376,1641,905
299,5865,5640,1784,972,1201,1970,1473,1497,1266,787,551,9623,334,495,82,34,421,513,4321,2248,2983,1356,595
300,6004,6314,1571,1212,820,1240,1631,1850,1711,1237,1044,10437,133,989,26,8,533,189,3350,1111,2802,3067,1988
301,6275,6453,1901,1211,1226,1645,1751,1602,1447,1066,877,9520,322,1235,107,64,689,790,4300,2052,3421,1961,992
302,7257,7049,2120,1376,1441,2347,1737,1823,1688,1014,757,10750,304,911,126,55,667,1491,5764,2540,3560,1602,839
303,5836,5547,1530,952,1030,1459,1435,1507,1683,1069,715,9542,167,311,143,37,655,526,3284,2647,3546,1281,625
304,6408,6832,1799,1241,809,1548,1769,1873,1861,1342,994,8912,248,2657,58,38,767,558,3642,1325,2777,3204,2290
305,8655,9258,2570,1789,1031,2068,2607,2678,2254,1686,1226,13177,214,2979,77,27,1029,407,4862,1447,3279,4799,3524
306,9155,8176,1628,1027,2140,3566,2396,1840,1860,1614,1258,14764,503,844,75,54,726,362,3116,2041,3771,4844,3557
307,6042,6181,1672,1309,841,1493,1831,2040,1687,915,432,6557,221,4354,46,28,720,296,3458,895,1989,2998,2882
308,5870,5467,1181,566,2043,2685,1410,1189,987,717,558,5533,427,4120,21,89,678,466,2249,1326,2895,2756,2110
309,9154,9403,2808,1602,1675,2972,2383,2251,2434,1335,1094,14404,903,671,90,79,1166,1242,6168,3952,5195,2274,967
310,7747,8184,2339,1148,1267,2776,2162,1936,1864,1350,1086,11705,1032,1424,57,37,943,731,4134,2294,4305,3187,2009
311,8789,8591,1897,1034,2193,3680,2345,2046,1975,1174,1034,12287,761,2508,39,56,999,729,4037,2531,4792,4055,1964
312,9344,8217,1526,756,1654,4784,2868,2110,1747,1228,885,13471,1186,1016,117,70,718,981,3862,2496,4374,4176,2652
313,8598,8783,2261,1321,2958,3252,2223,1991,1699,992,680,10003,2214,2393,157,45,779,1787,6415,2876,4936,2163,991
314,8110,8327,2449,1617,1737,2845,2081,1981,1758,1136,831,7863,2515,2996,98,123,923,1917,6937,3195,4432,1463,409
315,7045,7018,1935,1367,1255,2023,1913,1746,1767,1255,798,9228,1568,1088,76,78,868,1155,4686,2492,4164,1808,911
316,7885,7984,2484,1620,1452,2173,2453,2169,1704,1131,681,8966,878,3633,43,50,1203,1095,5076,2150,4475,2815,1351
317,8651,8958,2362,1652,1983,2825,2196,2180,1994,1251,1164,12771,682,1769,81,120,610,1574,7393,3959,4491,1326,439
318,7444,7229,2086,1424,1585,2471,1934,1814,1660,1017,678,10847,684,1332,64,129,523,1091,6248,3152,3585,1297,390
319,7266,7596,1273,592,1215,3686,2249,1735,1641,1297,1171,7907,799,4592,28,16,1079,439,2775,1323,2409,5233,3120
320,5554,5638,666,329,709,3445,1667,1250,1137,972,1016,6714,259,3472,30,20,423,272,2223,904,1210,4270,2583
321,8081,6513,1165,449,1001,4223,2728,1922,1453,939,710,6707,813,4249,94,24,887,1819,3207,1754,2443,4418,2771
322,6306,5338,1078,398,454,3103,2316,1719,1254,782,538,7742,463,1749,65,15,737,870,1993,762,1746,4057,3084
323,5832,5853,1090,585,694,2414,1711,1645,1463,1174,907,5000,222,5296,15,58,658,434,2564,1104,2143,3738,2136
324,6005,6082,1095,816,1322,1865,1574,1675,1576,1247,914,4463,593,5281,29,24,641,1054,3084,1598,2699,2984,1721
325,5604,5801,1343,875,815,1724,1592,1603,1622,999,830,1953,1393,5438,19,130,514,1956,4173,2219,2631,1725,656
326,9228,9835,3170,2067,1808,2858,2275,2180,2097,1516,1088,7649,2069,4647,92,156,3037,1411,7532,3816,4961,1867,886
327,7540,7551,2679,1582,1742,2226,1885,1810,1512,1021,631,8669,1552,1782,105,30,1045,1906,7453,3766,2791,800,279
328,11354,11458,3691,2633,2181,3020,3271,3151,2487,1398,976,13701,1226,3785,131,215,2095,1656,8800,4753,6025,2297,935
329,8881,8400,2618,1828,1488,2252,2170,2100,2163,1516,1142,12117,387,1295,92,52,2157,1178,7168,3776,4273,1424,638
330,8647,8722,1613,1150,3341,1881,1739,1790,2221,2123,1509,14666,225,856,139,22,693,767,3814,2643,6207,2869,1836
331,5646,5200,1355,904,983,1370,1300,1379,1693,1111,748,9505,259,161,82,12,356,469,3081,2225,3305,1474,760
332,7188,7323,1490,915,1309,2425,1971,1896,2052,1420,1031,4827,439,6953,67,176,808,1240,3630,2417,3938,3302,1223
333,6111,6279,1358,918,990,1928,1746,1772,1707,1150,819,4571,229,4766,37,249,695,1842,3522,1978,3143,2674,1073
334,5372,5536,1539,856,688,1500,1668,1507,1311,908,928,5552,150,3200,42,171,695,1097,3093,1178,1825,2656,2155
335,6460,6544,1662,1018,787,1802,1980,1793,1757,1243,959,7455,216,3523,36,124,813,835,3365,1335,2389,3309,2604
336,6814,7059,1946,1137,873,2018,2105,2059,1733,1142,858,8813,193,2398,58,96,772,1541,3975,1540,2339,3070,2947
337,5985,6069,1872,1229,1007,1594,1613,1727,1373,914,723,7181,559,1160,118,228,552,2253,4412,1373,1791,2104,2372
338,6473,6659,2544,1364,1491,1868,1644,1448,1257,823,689,11026,188,551,91,3,466,806,6625,2141,2976,922,467
339,5567,4966,1635,1047,1059,1434,1282,1213,1343,838,679,7828,293,450,190,40,595,1134,4102,1863,2917,1063,588
340,10221,10568,1914,1413,4443,2655,2143,2180,2414,2005,1619,15696,383,1453,151,4,882,2219,4890,2490,6260,4275,2873
341,10540,10435,2534,1850,2169,3307,2832,2742,2288,1619,1630,11985,369,6637,73,22,1054,832,5010,1440,2610,4939,6974
342,8282,7687,2327,1056,962,3615,2665,1916,1578,996,851,6179,277,7421,54,46,835,1154,4274,1424,2391,3841,4039
343,8240,7508,1971,965,1695,4007,2388,1769,1394,851,705,6229,547,6856,57,174,734,1149,3752,1837,2746,3827,3585
344,7519,6894,1885,1013,1145,2633,2121,1950,1854,1065,743,2254,402,9722,45,41,684,1262,4280,1903,2821,3317,2090
345,5734,5456,1357,1097,1051,1662,1399,1627,1441,930,621,3288,222,4269,52,42,502,2812,4067,2014,2625,1719,764
346,6046,6303,1824,1413,983,1442,1713,1748,1541,1064,619,9405,211,1350,82,6,662,630,4643,1948,2926,1891,939
347,7007,7095,1712,1694,767,1030,2004,2533,1905,1247,1206,6759,116,6519,17,22,549,118,3702,850,1722,3711,4116
348,6740,6880,1941,1105,826,2183,2136,2036,1681,917,793,6732,470,4894,48,38,614,823,3816,1536,2622,3124,2521
349,7201,6326,1560,828,1935,2785,2176,1576,1400,732,533,5993,665,2465,101,92,934,3276,4194,2200,2989,2567,1576
350,7902,8084,2303,1429,1249,2528,2217,2132,1990,1232,903,7590,446,4598,64,64,881,2341,5822,2173,3408,2832,1750
351,5501,5550,1681,1015,751,1497,1722,1588,1349,799,646,6539,360,2610,59,31,756,693,3406,1416,2506,2361,1361
352,5553,5671,1539,1163,780,1194,1549,1869,1462,1008,658,6587,324,3055,31,11,723,492,3202,1197,2341,2682,1802
353,5691,5883,1572,1264,968,1324,1588,1826,1446,904,678,3878,274,5612,57,24,516,1211,4137,1564,2391,2124,1355
354,5524,5475,1572,1132,1093,1730,1482,1405,1139,837,605,2506,220,4192,111,93,393,3482,5164,2079,2225,1125,405
355,7483,7256,2028,1346,1525,1761,1743,2032,2073,1454,774,10535,126,457,113,10,578,2917,5419,2240,3541,2220,1318
356,6095,6581,1029,903,2577,1579,1444,1417,1639,1287,797,10019,178,831,86,24,725,809,2596,1689,4230,2503,1656
357,8801,9114,2365,1503,1388,2292,1948,2154,2636,2139,1487,15465,207,567,484,33,787,370,5206,3665,6143,1930,970
358,7359,7795,1899,1221,1349,2123,1881,1951,2238,1563,926,6534,2679,3134,65,118,1023,1598,4387,2978,4503,2321,964
359,7405,7590,2293,1393,1377,2374,1928,1932,1850,1095,751,7314,2316,2623,68,165,1256,1251,5047,2880,4256,2018,794
360,7210,6825,1825,1237,1200,1963,1710,1841,1887,1420,949,9565,1126,996,103,103,999,1141,4402,2777,4421,1613,820
361,8995,9370,1861,1380,1209,1847,2054,2460,2990,2775,1785,15076,120,451,204,38,952,1521,4486,2894,5386,3417,2182
362,6083,6444,1503,1034,1301,1664,1619,1592,1765,1314,731,9652,184,598,35,11,666,1379,3398,2086,3891,2121,1030
363,9359,9705,2540,1600,1599,2984,2499,2468,2504,1745,1122,12289,477,1034,293,106,996,3866,6371,3164,5278,2754,1497
364,6191,5957,2125,1449,1298,1901,1494,1403,1224,731,522,9247,351,569,111,62,362,1444,5558,2892,2830,660,207
365,6108,6172,2130,1323,1232,1811,1410,1483,1343,898,647,9085,476,807,141,100,588,1082,5509,2866,2814,765,325
366,9026,9628,2880,2121,1740,2524,2511,2332,2078,1427,1038,15103,260,820,111,69,808,1480,7511,3993,4700,1655,794
367,5547,5666,1643,1080,958,1606,1426,1364,1440,1017,675,8562,523,817,76,122,475,636,3816,2443,3365,1117,471
368,8666,8570,2872,1739,1573,2600,2090,1963,2023,1386,987,12422,392,2071,225,82,1242,801,7106,3123,4988,1416,601
369,7071,7491,2743,1540,1399,2251,1847,1617,1502,998,661,10216,297,887,171,19,683,2286,6077,2458,4046,1316,662
370,7815,7758,3045,1937,1645,2154,1928,1754,1430,961,716,11725,301,411,160,39,676,2260,7860,2985,3675,778,274
371,8240,7813,2957,2095,1672,2114,2041,1744,1618,1094,716,11697,122,321,222,13,465,3211,8885,3111,3043,711,303
372,5560,5889,1365,1100,1007,1486,1430,1744,1615,995,704,8982,139,1171,50,11,602,490,3279,2081,3380,1855,853
373,7425,7711,1780,1509,1263,1393,1762,2394,2220,1605,1206,12268,218,1631,73,18,611,317,4042,1705,3785,3313,2290
374,10147,9912,3251,2106,2165,3185,2734,2400,2140,1177,899,15652,576,1302,249,55,677,1546,9221,3897,4513,1777,649
375,6335,6338,1579,1163,1040,1913,1618,1629,1720,1155,852,10422,287,615,102,5,637,603,3772,1934,3730,2088,1148
376,6034,6151,1680,1263,1175,1580,1488,1602,1514,1180,700,10559,74,363,71,21,491,603,4845,2144,3186,1295,715
377,6330,6851,1649,1218,1418,1682,1476,1642,1803,1290,1000,10310,266,1170,111,21,733,567,3969,1736,3804,2351,1319
378,10539,11185,2823,1784,4331,2966,2595,2336,2258,1525,1102,15065,595,3069,152,109,1345,1386,6446,3479,6082,3097,2620
379,5887,5113,1532,1000,976,1475,1333,1362,1449,1015,855,10019,292,53,65,18,337,214,3680,2964,2917,986,453
380,6580,6725,1575,1093,986,1615,1669,1708,2047,1620,989,12489,72,164,89,28,274,185,3168,2722,3494,2445,1475
381,10642,10544,2433,1736,3953,3443,2575,2157,2291,1592,1005,19042,275,608,187,24,743,305,4786,2974,5643,4833,2948
382,5309,5042,1570,875,829,1462,1404,1349,1469,915,475,9303,48,93,85,6,215,598,3234,2332,2383,1580,821
383,10295,10166,3366,1909,2236,3125,2662,2403,2283,1516,957,18507,329,302,164,36,577,543,7253,4419,5298,2340,1149
384,6337,5644,1348,940,909,1990,1765,1748,1688,1130,461,10885,118,114,9,17,217,618,3201,1703,2510,3291,1274
385,5981,4903,997,746,663,1349,1299,1506,1898,1552,872,9980,277,93,116,4,255,157,2567,3034,3033,1432,817
386,7811,7992,2093,1495,1394,2063,1942,1879,2090,1621,1223,12641,401,143,687,7,611,1310,4929,3678,4648,1750,797
387,4947,4871,1324,911,949,1086,1117,1086,1401,1143,797,8812,75,73,209,14,293,340,3330,2216,2776,998,496
388,5346,5098,1060,932,524,935,1344,1752,1953,1341,600,9866,87,134,53,9,231,61,2209,1053,2106,2944,2131
389,9010,9158,2696,1872,1253,2346,2649,2525,2410,1527,886,16453,146,528,82,10,536,411,5634,2843,4120,3553,2017
390,6434,6088,972,719,3338,2032,1326,1327,1277,936,591,11077,146,667,24,7,417,181,1970,853,3515,3392,2792
391,8264,8352,2312,1619,1167,2326,2407,2428,2177,1344,833,14554,130,1078,66,4,549,234,4457,2015,3449,4127,2567
392,6388,6275,1833,1079,1200,2111,1803,1502,1525,969,638,10721,253,623,79,15,591,379,3857,2602,3218,1991,994
393,7521,7582,2515,1693,1319,2539,2215,1916,1519,912,472,12770,310,634,166,6,688,527,5912,3290,3441,1799,661
394,9183,8771,2993,1990,1492,2807,2676,2292,1921,1113,668,15018,454,458,169,29,883,942,7529,4028,3946,1753,699
395,5895,5963,1829,1286,944,1547,1803,1808,1509,825,305,8819,936,982,42,19,701,357,3572,1753,2781,2445,1305
396,5950,6104,1798,1112,1057,2104,1673,1382,1357,957,609,7093,2397,701,82,64,588,1127,4034,2871,2900,1616,632
397,6184,6206,1870,1200,1274,2159,1732,1609,1186,809,547,6584,2351,707,175,32,635,1903,4807,2797,2677,1418,690
398,6121,6183,1559,1296,847,1485,1735,1695,1718,1243,724,10619,223,828,53,12,324,242,3142,1229,2193,3404,2334
399,9723,9783,3070,1762,1465,4331,3361,2334,1675,1003,501,12289,3613,601,145,8,1004,1845,6910,2982,3611,3698,2303
400,5949,5559,1193,572,1080,3193,1855,1221,1139,766,485,9390,522,285,143,2,374,788,2850,1571,2131,3142,1812
401,5851,5681,895,451,1023,3293,1870,1203,1288,978,527,10206,262,387,52,6,424,192,1563,901,2027,4133,2906
