variable_names,hhsizetype,hhsizetype,hhsizetype,hhsizetype,hhsizetype,hhsizetype,hhsizetype,hhsizetype
variable_categories,1,2,3,4,5,6,7,8
geo,,,,,,,,
2021,1063,1260,522,390,194,59,24,15
2022,1257,1569,632,494,236,85,42,12
2023,1480,1743,919,809,492,155,68,31
2024,1382,1512,868,753,469,182,47,35
2025,982,1230,517,512,263,113,54,52
2026,631,1087,877,1015,617,217,101,56
2027,1129,1539,989,843,449,221,41,16
2028,842,1081,818,623,413,136,36,33
2029,1274,1102,550,372,175,112,24,37
2030,1155,1427,719,775,307,141,42,44
2031,1278,1312,850,802,309,142,42,9
2032,1584,2405,952,738,348,115,60,35
2033,1614,1839,1161,902,445,169,40,23
2034,1534,2206,877,744,450,164,58,35
2035,1508,2051,785,587,333,105,73,37
2036,2274,2575,1223,1103,442,223,57,42
2037,1512,2138,814,698,357,157,53,55
2038,1334,1122,540,517,232,128,53,20
2039,1028,1861,869,759,321,117,52,44
2040,1842,2408,854,776,355,129,35,31
2041,1393,1899,865,684,397,167,44,27
2042,1193,1588,585,461,248,85,38,39
2043,1318,1858,844,710,324,118,41,14
2044,1496,1511,683,499,256,80,25,15
2045,1318,1555,784,630,281,92,41,27
2046,899,1379,632,639,328,112,53,48
2047,1104,1760,917,796,412,173,66,46
2048,1073,2087,885,727,436,137,54,32
2049,1171,1613,669,730,269,97,21,9
2050,784,1426,794,911,433,143,53,22
2051,1716,1559,669,462,207,110,36,31
2052,1134,991,540,453,310,153,42,59
2053,2232,1729,637,433,160,40,22,8
2054,3276,2727,654,475,156,37,2,7
2055,780,847,647,669,416,183,72,64
2056,735,842,594,599,405,189,56,55
2057,866,1044,692,554,339,194,80,77
2058,569,591,494,484,361,211,126,75
2059,1167,1091,716,663,360,252,40,64
2060,682,835,594,682,325,232,54,46
2061,1033,1005,651,586,343,148,38,51
2062,1027,1105,646,598,265,119,47,37
2063,2368,1782,681,489,206,29,14,5
2064,1500,1167,661,598,288,123,34,21
2065,953,961,646,556,305,97,49,37
2066,1244,1187,720,574,265,136,35,23
2067,1038,1090,786,612,363,186,98,62
2068,795,768,568,519,379,166,57,57
2069,676,805,721,536,419,156,82,45
2070,947,1217,703,588,300,158,62,22
2071,1024,1511,640,519,195,106,31,24
2072,621,1030,654,612,398,145,50,51
2073,969,1134,651,543,355,117,35,26
2074,754,1514,822,733,332,104,47,24
2075,914,1178,892,697,460,157,54,38
2076,1112,1168,902,684,427,183,74,54
2077,989,1404,772,723,378,158,51,43
2078,1000,1247,704,568,333,112,49,17
2079,1273,1595,774,606,266,120,45,21
2080,795,1506,935,930,439,208,45,43
2081,871,1500,899,664,391,121,28,34
2082,794,1552,1060,1211,640,195,90,52
2083,533,861,792,691,394,80,70,25
2084,783,862,639,645,446,180,81,39
2085,818,1171,828,683,298,104,45,19
2086,1199,1389,693,617,295,117,14,11
2087,1715,1608,829,550,319,84,17,38
2088,737,874,704,621,402,136,62,46
2089,1847,2228,1031,660,328,129,57,32
2090,1141,1850,1089,1086,426,165,50,19
2091,966,1289,777,812,404,164,43,35
2092,810,1302,716,579,317,120,56,33
2093,955,1248,664,457,238,95,36,25
2094,651,1116,714,619,319,139,67,44
2095,880,1599,859,837,342,129,43,29
2096,674,1133,686,601,332,141,40,37
2097,517,1324,961,1054,566,214,82,44
2098,814,1712,1419,1801,818,235,107,73
2099,1622,2209,922,795,438,181,87,40
2100,1269,1910,856,735,373,171,41,64
2101,1180,1895,681,589,282,114,32,30
2102,717,1249,846,737,350,96,40,20
2103,1128,1272,802,692,204,60,10,16
2104,951,1624,895,875,437,118,48,12
2105,1039,1488,776,925,352,204,49,41
2106,1893,1542,676,484,198,78,26,18
2107,1515,1759,874,652,387,126,62,65
2108,1718,1557,729,615,327,127,72,50
2109,1247,1587,661,883,273,79,14,4
2110,2709,2291,732,554,195,36,11,7
2111,2253,2145,849,423,150,38,9,6
2112,1311,1680,827,732,270,54,24,5
2113,850,1669,777,770,418,147,63,26
2114,1643,2687,1182,1052,457,183,77,60
2115,1131,1873,773,621,351,144,56,37
2116,1044,1402,620,485,236,115,49,28
2117,1096,1860,971,796,453,162,30,40
2118,1103,2036,820,677,305,128,48,16
2119,1213,940,510,364,191,128,68,51
2120,1720,1442,641,450,241,86,11,20
2121,1204,1121,581,505,323,141,61,30
2122,1191,1131,572,414,267,85,40,39
2123,807,889,638,489,301,138,46,34
2124,686,926,657,522,380,189,69,69
2125,586,905,544,557,382,174,57,60
2126,917,1067,782,529,318,117,59,43
2127,1010,1139,752,590,264,99,32,23
2128,1736,1399,666,535,246,77,19,20
2129,1813,1949,712,551,152,49,19,5
2130,1135,1353,710,487,236,76,24,12
2131,1021,1141,605,473,264,117,36,35
2132,589,1330,854,796,390,165,59,54
2133,1212,1287,626,663,280,74,19,15
2134,900,1285,596,591,306,108,38,24
2135,1311,2025,714,514,283,141,48,30
2136,1001,1564,721,587,304,156,52,27
2137,1156,1632,898,699,517,293,83,33
2138,806,907,681,585,445,232,112,82
2139,501,688,644,821,526,251,114,76
2140,686,825,562,411,294,117,39,48
2141,1065,1487,678,530,301,164,67,31
2142,1063,1475,716,705,338,120,51,29
2143,1075,1247,701,472,348,104,69,42
2144,1211,1478,666,595,286,92,31,21
2145,598,881,623,654,446,227,107,85
2146,1027,1365,720,631,441,258,102,54
2147,776,1075,760,802,480,210,78,52
2148,507,772,462,575,348,244,59,79
2149,454,728,478,472,445,242,116,90
2150,495,801,736,733,496,257,90,48
2151,571,956,581,552,515,168,92,71
2152,992,1322,853,773,385,156,62,28
2153,440,885,531,617,442,219,50,49
2154,381,576,502,481,420,223,124,68
2155,792,1005,500,499,238,99,25,43
2156,664,1085,603,617,411,267,106,48
2157,944,1977,909,795,521,309,144,59
2158,938,1917,1044,1172,689,494,181,104
2159,727,1216,636,542,375,264,80,67
2160,1091,1536,680,539,444,262,112,80
2161,1020,1728,611,608,446,296,99,92
2162,539,811,561,438,404,172,71,87
2163,2301,1817,681,479,137,65,24,4
2164,389,743,536,501,335,240,119,88
2165,988,1360,666,529,266,157,65,71
2166,1742,2110,856,652,357,184,32,43
2167,357,847,609,693,509,378,101,80
2168,801,1410,912,793,537,307,157,90
2169,923,1300,625,527,278,116,45,33
2170,478,1143,591,582,326,201,62,19
2171,310,785,477,586,635,390,199,134
2172,746,1689,863,759,610,423,181,146
2173,422,1088,646,531,266,236,72,43
2174,424,1113,695,704,601,448,224,137
2175,1169,2290,703,669,354,319,127,80
2176,772,1389,805,727,403,289,102,64
2177,1038,1235,601,521,231,106,43,30
2178,2524,3366,1351,1079,278,127,22,16
2179,1903,2461,875,642,240,74,23,9
2180,1802,2214,685,502,247,42,22,34
2181,1771,2201,667,563,144,56,35,10
2182,1835,1901,619,584,227,68,9,7
2183,2339,1723,641,523,118,70,18,12
2184,1054,1459,702,553,223,122,24,22
2185,926,1518,818,676,318,108,31,16
2186,732,1397,701,682,261,117,15,9
2187,833,1072,695,717,231,157,48,41
2188,603,1170,995,1160,406,156,29,23
2189,697,1364,843,902,440,182,61,27
2190,2294,2885,1193,784,342,72,27,15
2191,2387,2994,1155,789,340,84,43,26
2192,1994,2723,1041,793,237,84,31,13
2193,2065,1881,733,475,238,55,38,38
2194,2220,3215,1195,1028,353,121,56,25
2195,1969,2564,949,654,314,106,39,14
2196,1101,1815,833,577,292,76,42,20
2197,1121,1556,613,456,268,61,43,21
2198,1429,2292,990,783,474,213,71,48
2199,1137,1954,647,501,263,89,40,9
2200,1576,1781,761,669,197,106,40,17
2201,1252,2050,746,594,185,66,27,30
2202,1656,1811,834,396,237,139,41,23
2203,2528,2940,1165,821,276,121,32,21
2204,2206,2513,1028,683,246,134,24,24
2205,1220,1654,807,682,238,94,48,25
2206,1135,1836,1046,964,471,205,65,57
2207,1217,2240,1116,1066,448,242,79,47
2208,2050,2951,1075,613,245,102,26,14
2209,1999,2117,1030,672,338,119,59,21
2210,1410,2059,1004,843,359,94,46,27
2211,2619,2666,1279,919,325,154,65,27
2212,1631,1397,710,419,152,53,31,18
2213,1621,2209,913,729,295,72,17,16
2214,1562,2212,1182,995,402,176,39,22
2215,990,1602,805,768,304,98,27,10
2216,2340,2236,1142,771,314,120,25,27
2217,1806,1900,816,588,166,81,25,9
2218,1463,2551,1046,878,267,102,19,16
2219,1593,2903,1198,1131,469,106,35,30
2220,1958,1934,948,649,241,71,31,25
2221,2002,2345,1092,1045,360,106,21,10
2222,3885,2987,1111,600,298,96,33,15
2223,531,1219,754,853,375,151,35,29
2224,797,990,703,672,334,207,96,77
2225,1669,2279,1341,1440,793,301,180,116
2226,2890,2343,838,625,267,70,15,8
2227,1166,1577,814,552,271,94,18,19
2228,666,1266,823,715,344,104,42,10
2229,1363,1490,878,764,380,165,65,35
2230,1206,1454,761,754,327,136,78,34
2231,868,1667,1036,979,390,120,52,37
2232,543,1101,691,654,263,99,58,26
2233,1007,1554,810,733,255,107,41,5
2234,909,1170,665,619,260,140,22,35
2235,1480,2013,1083,1027,306,117,42,53
2236,1025,1394,700,683,313,91,16,4
2237,876,1166,709,690,298,81,34,20
2238,2306,3372,1287,949,435,174,55,69
2239,2359,3818,1121,1069,425,230,81,44
2240,1116,1625,583,540,338,97,52,11
2241,1172,1810,522,458,251,105,36,44
2242,1567,1873,794,527,332,112,51,50
2243,1912,1775,689,519,219,87,43,29
2244,1526,1902,818,764,305,160,53,28
2245,793,1629,680,579,268,108,44,30
2246,1177,1574,492,430,219,94,23,26
2247,922,1152,582,663,361,128,72,36
2248,1092,1481,695,526,285,157,44,24
2249,923,1476,575,489,284,110,35,27
2250,1250,1718,739,601,313,178,75,39
2251,1229,1463,610,611,347,175,64,25
2252,610,1069,662,512,445,279,107,88
2253,1185,1729,614,479,248,96,35,41
2254,1500,1582,757,495,172,100,39,18
2255,1031,1654,730,594,338,92,54,16
2256,817,1394,675,661,341,113,30,27
2257,699,1491,777,680,317,131,70,59
2258,1483,2122,660,590,227,144,41,44
2259,1507,2080,719,560,197,136,40,57
2260,1959,2501,1033,836,347,114,52,19
2261,840,1646,627,583,303,88,23,18
2262,1821,1620,796,541,266,87,18,46
2263,1278,1881,670,508,242,100,26,14
2264,1132,1504,703,620,249,99,24,22
2265,1183,1639,857,605,292,133,61,47
2266,993,1632,738,581,293,95,33,11
2267,1013,1666,837,712,370,134,54,29
2268,796,1374,750,574,296,134,61,40
2269,2694,2724,1135,785,180,27,16,7
2270,1725,1900,821,611,217,64,24,35
2271,4350,3103,606,287,112,24,2,0
2272,1945,2008,741,574,168,87,48,37
2273,1958,2168,906,639,261,84,57,29
2274,1245,1662,845,716,261,96,13,15
2275,1578,2175,1016,912,274,64,20,23
2276,1540,2094,958,951,259,101,26,10
2277,1031,1794,1160,1134,319,96,38,10
2278,1401,1794,882,689,338,122,70,68
2279,1316,1534,794,608,307,160,71,84
2280,1331,1611,740,640,347,152,51,33
2281,964,1335,729,687,345,176,109,79
2282,962,1414,626,621,296,138,49,72
2283,815,1667,738,829,311,115,60,16
2284,677,1567,758,843,286,69,37,14
2285,1317,1712,752,591,276,72,44,19
2286,1186,1784,835,704,254,129,20,51
2287,1430,1574,776,572,223,103,36,35
2288,692,1574,982,933,330,133,55,19
2289,908,1686,851,735,373,143,40,39
2290,1207,1944,922,654,372,185,50,37
2291,1210,2069,747,657,305,105,26,14
2292,1386,1968,806,645,267,96,60,21
2293,1478,2157,500,376,158,46,28,18
2294,1704,1991,684,527,209,46,17,16
2295,1683,2209,998,637,239,101,31,31
2296,1597,2003,764,571,200,24,20,7
2297,2376,3534,1428,1063,501,249,57,38
2298,1469,2007,691,513,230,74,32,15
2299,1092,1630,668,418,185,59,27,13
2300,1247,1548,623,418,121,82,33,7
2301,2243,2292,923,681,241,106,22,10
2302,958,1476,697,454,208,46,24,9
2303,2733,3006,1182,872,298,82,48,10
2304,1347,1710,692,386,177,48,13,8
2305,2237,2644,1271,759,306,93,37,36
2306,1095,1448,769,445,240,50,7,15
2307,2378,3360,951,731,360,104,34,32
2308,2194,1686,646,505,167,102,22,26
2309,2114,3037,1124,1036,407,128,41,45
2310,2635,3350,1312,1118,413,129,35,8
2311,1441,1376,505,546,276,76,26,25
2312,1504,2541,880,859,298,124,41,3
2313,1635,2252,577,427,155,58,32,19
2314,2377,3079,1035,867,473,155,84,55
2315,1619,2320,723,694,327,123,25,38
2316,1442,1840,594,504,276,62,11,19
2317,1427,1928,640,629,255,113,21,15
2318,1751,2563,1124,857,368,103,15,10
2319,1402,2206,602,454,188,76,22,10
2320,1264,1651,555,464,228,92,14,20
2321,1855,2719,796,650,309,111,32,52
2322,1677,2414,809,766,328,107,13,16
2323,2061,2675,1027,962,432,152,34,18
2324,2270,2654,952,759,300,80,27,13
2325,1438,2189,761,699,267,125,32,31
2326,2432,3290,957,800,361,165,50,24
2327,1874,2315,946,795,319,138,57,26
2328,1427,1803,639,570,199,75,28,30
2329,1781,2227,959,869,326,152,65,29
2330,2236,3578,1332,1234,436,125,43,23
2331,2100,2739,1232,905,487,145,55,32
2332,2238,1722,524,457,118,50,10,4
2333,1584,1674,716,616,244,84,20,16
2334,2826,2529,935,817,297,99,26,12
2335,1247,1217,640,446,324,102,15,47
2336,1627,1310,659,624,272,106,48,30
2337,1584,1000,539,256,177,89,55,44
2338,1005,858,428,454,266,205,61,34
2339,1544,1634,637,514,315,96,45,16
2340,1104,1588,529,495,224,119,16,9
2341,1494,2130,653,554,312,100,57,71
2342,1262,1927,711,695,320,141,22,22
2343,1904,2373,874,684,267,121,32,40
2344,932,1821,676,692,258,87,19,1
2345,1625,2443,863,823,377,116,27,13
2346,1471,1907,754,632,231,76,13,12
2347,1334,1835,598,478,212,82,22,16
2348,1094,1664,458,527,200,100,20,13
2349,1637,2085,818,626,281,64,26,20
2350,1297,1677,570,552,193,109,27,9
2351,1212,1610,572,472,282,123,52,21
